,loss,accuracy,val_loss,val_accuracy
0,20.04596710205078,0.1015625,18.955841064453125,0.0833333358168602
1,19.751028060913086,0.1197916641831398,18.95653533935547,0.0833333358168602
2,19.833335876464844,0.125,18.9543514251709,0.1041666641831398
3,19.6644229888916,0.1354166716337204,18.95464324951172,0.1458333283662796
4,19.62537956237793,0.1432291716337204,18.95138168334961,0.125
5,19.38431739807129,0.15625,18.95330810546875,0.1458333283662796
6,19.36317253112793,0.1640625,18.95054817199707,0.1458333283662796
7,19.150909423828125,0.171875,18.952518463134766,0.125
8,19.137434005737305,0.1770833283662796,18.94965362548828,0.125
9,18.96779441833496,0.2161458283662796,18.95155143737793,0.1041666641831398
10,18.967323303222656,0.2083333283662796,18.947044372558594,0.1041666641831398
11,18.842979431152344,0.2526041567325592,18.946876525878906,0.1041666641831398
12,18.826210021972656,0.2526041567325592,18.939786911010742,0.1041666641831398
13,18.726621627807617,0.2786458432674408,18.93854522705078,0.1041666641831398
14,18.72435760498047,0.2708333432674408,18.930435180664062,0.1041666641831398
15,18.639877319335938,0.296875,18.927255630493164,0.1041666641831398
16,18.64079475402832,0.2890625,18.916980743408203,0.1041666641831398
17,18.565500259399414,0.3046875,18.912559509277344,0.1041666641831398
18,18.59043312072754,0.3072916567325592,18.901025772094727,0.1041666641831398
19,18.512924194335938,0.3151041567325592,18.897485733032227,0.1041666641831398
20,18.533767700195312,0.3125,18.885696411132812,0.1041666641831398
21,18.478635787963867,0.3203125,18.881385803222656,0.1041666641831398
22,18.478010177612305,0.3125,18.86856460571289,0.1041666641831398
23,18.44191551208496,0.3333333432674408,18.864788055419922,0.1041666641831398
24,18.426538467407227,0.3255208432674408,18.851280212402344,0.125
25,18.405431747436523,0.3046875,18.847686767578125,0.1458333283662796
26,18.411691665649414,0.3177083432674408,18.834510803222656,0.1458333283662796
27,18.379470825195312,0.328125,18.8319034576416,0.1458333283662796
28,18.38385581970215,0.3255208432674408,18.819135665893555,0.1666666716337204
29,18.344240188598633,0.3359375,18.816545486450195,0.1666666716337204
30,18.34219741821289,0.3385416567325592,18.804243087768555,0.1666666716337204
31,18.320924758911133,0.3359375,18.802513122558594,0.1666666716337204
32,18.315515518188477,0.3567708432674408,18.7901611328125,0.1875
33,18.292818069458008,0.3385416567325592,18.788137435913086,0.1875
34,18.29576301574707,0.3489583432674408,18.775421142578125,0.1875
35,18.25819969177246,0.3567708432674408,18.773691177368164,0.1875
36,18.263517379760742,0.3567708432674408,18.760520935058594,0.1875
37,18.247575759887695,0.3541666567325592,18.759431838989258,0.2083333283662796
38,18.249540328979492,0.3541666567325592,18.746889114379883,0.2083333283662796
39,18.218765258789062,0.34375,18.745132446289062,0.2291666716337204
40,18.216554641723633,0.3619791567325592,18.73229217529297,0.25
41,18.1964111328125,0.3541666567325592,18.73105812072754,0.25
42,18.1981201171875,0.3541666567325592,18.71820640563965,0.25
43,18.171628952026367,0.3671875,18.717132568359375,0.2916666567325592
44,18.1766414642334,0.375,18.703006744384766,0.2916666567325592
45,18.158479690551758,0.3723958432674408,18.70287322998047,0.3125
46,18.1521053314209,0.3645833432674408,18.688838958740234,0.3125
47,18.131467819213867,0.375,18.68869400024414,0.3125
48,18.125398635864258,0.3645833432674408,18.674663543701172,0.3125
49,18.109663009643555,0.3541666567325592,18.674335479736328,0.3125
50,18.100112915039062,0.3880208432674408,18.660175323486328,0.3125
51,18.09794044494629,0.3671875,18.65900993347168,0.3125
52,18.095399856567383,0.3619791567325592,18.643712997436523,0.3125
53,18.06431770324707,0.34375,18.643003463745117,0.3125
54,18.062353134155273,0.3828125,18.626859664916992,0.2916666567325592
55,18.04681968688965,0.390625,18.62677001953125,0.2916666567325592
56,18.045516967773438,0.3697916567325592,18.611482620239258,0.2916666567325592
57,18.036317825317383,0.3541666567325592,18.611101150512695,0.2916666567325592
58,18.02145004272461,0.3645833432674408,18.595491409301758,0.2916666567325592
59,18.0164852142334,0.359375,18.595882415771484,0.2916666567325592
60,18.007658004760742,0.3645833432674408,18.58012580871582,0.2916666567325592
61,17.989728927612305,0.3619791567325592,18.579586029052734,0.2708333432674408
62,17.97752571105957,0.3854166567325592,18.562955856323242,0.2708333432674408
63,17.958608627319336,0.3880208432674408,18.561777114868164,0.2708333432674408
64,17.956214904785156,0.3671875,18.545413970947266,0.2708333432674408
65,17.951904296875,0.3958333432674408,18.545211791992188,0.2708333432674408
66,17.95307159423828,0.3463541567325592,18.528526306152344,0.2708333432674408
67,17.922393798828125,0.3958333432674408,18.528499603271484,0.2708333432674408
68,17.913803100585938,0.3671875,18.511398315429688,0.2708333432674408
69,17.887929916381836,0.3828125,18.51091766357422,0.2708333432674408
70,17.88971519470215,0.40625,18.495155334472656,0.2708333432674408
71,17.880809783935547,0.3723958432674408,18.494428634643555,0.2916666567325592
72,17.894514083862305,0.3723958432674408,18.476396560668945,0.2916666567325592
73,17.858919143676758,0.3932291567325592,18.477333068847656,0.25
74,17.845338821411133,0.4010416567325592,18.460237503051758,0.25
75,17.813539505004883,0.4088541567325592,18.459218978881836,0.25
76,17.812570571899414,0.4114583432674408,18.439851760864258,0.25
77,17.79849624633789,0.3932291567325592,18.439903259277344,0.25
78,17.78453826904297,0.4114583432674408,18.42168426513672,0.25
