,loss,accuracy,val_loss,val_accuracy
0,20.579986572265625,0.1041666641831398,18.906295776367188,0.1458333283662796
1,20.416723251342773,0.0963541641831398,18.906370162963867,0.1458333283662796
2,20.432313919067383,0.0989583358168602,18.902650833129883,0.1458333283662796
3,20.231809616088867,0.1041666641831398,18.903074264526367,0.1458333283662796
4,20.20026206970215,0.0963541641831398,18.898555755615234,0.1458333283662796
5,19.943496704101562,0.1119791641831398,18.89928436279297,0.125
6,19.89299964904785,0.1119791641831398,18.89197540283203,0.1666666716337204
7,19.61347770690918,0.1328125,18.89384651184082,0.1458333283662796
8,19.590774536132812,0.1328125,18.887088775634766,0.1875
9,19.343706130981445,0.1510416716337204,18.889694213867188,0.1666666716337204
10,19.34040641784668,0.1640625,18.88279914855957,0.2083333283662796
11,19.106178283691406,0.1822916716337204,18.88473892211914,0.2083333283662796
12,19.103973388671875,0.171875,18.876846313476562,0.2291666716337204
13,18.941129684448242,0.21875,18.877979278564453,0.2291666716337204
14,18.94651222229004,0.2473958283662796,18.871509552001953,0.25
15,18.837785720825195,0.28125,18.873849868774414,0.25
16,18.839832305908203,0.28125,18.869308471679688,0.2291666716337204
17,18.761302947998047,0.28125,18.87158203125,0.2291666716337204
18,18.74027442932129,0.2864583432674408,18.868083953857422,0.2083333283662796
19,18.671751022338867,0.296875,18.869834899902344,0.1875
20,18.677873611450195,0.3046875,18.866403579711914,0.2083333283662796
21,18.628005981445312,0.2760416567325592,18.867019653320312,0.2083333283662796
22,18.607576370239258,0.28125,18.862367630004883,0.2083333283662796
23,18.569244384765625,0.3177083432674408,18.8624324798584,0.2083333283662796
24,18.574411392211914,0.3072916567325592,18.856664657592773,0.1875
25,18.525482177734375,0.3177083432674408,18.856887817382812,0.1666666716337204
26,18.520401000976562,0.3072916567325592,18.851428985595703,0.125
27,18.480876922607422,0.3125,18.8514461517334,0.125
28,18.482789993286133,0.3125,18.845067977905273,0.125
29,18.44722557067871,0.3229166567325592,18.845870971679688,0.1458333283662796
30,18.44921112060547,0.3255208432674408,18.839191436767578,0.1458333283662796
31,18.427587509155273,0.3515625,18.839866638183594,0.125
32,18.417070388793945,0.3229166567325592,18.833385467529297,0.125
33,18.384323120117188,0.34375,18.833101272583008,0.125
34,18.389997482299805,0.34375,18.825517654418945,0.125
35,18.362905502319336,0.3359375,18.826080322265625,0.125
36,18.365522384643555,0.3411458432674408,18.820131301879883,0.125
37,18.326025009155273,0.3645833432674408,18.820425033569336,0.125
38,18.328861236572266,0.3541666567325592,18.812618255615234,0.125
39,18.316492080688477,0.3619791567325592,18.813554763793945,0.125
40,18.307584762573242,0.3645833432674408,18.805042266845703,0.1458333283662796
41,18.30060386657715,0.328125,18.80594825744629,0.1458333283662796
42,18.288270950317383,0.375,18.797937393188477,0.1666666716337204
43,18.250703811645508,0.390625,18.799274444580078,0.1666666716337204
44,18.247438430786133,0.3854166567325592,18.79140853881836,0.1666666716337204
45,18.25468635559082,0.3723958432674408,18.792518615722656,0.1875
46,18.25834083557129,0.3645833432674408,18.782054901123047,0.1666666716337204
47,18.22234535217285,0.3671875,18.783809661865234,0.1666666716337204
48,18.23578643798828,0.3697916567325592,18.776817321777344,0.1666666716337204
